house_type,house_size,city,location,,price
3BHK ,"1,600",Delhi,Hauz Khas,,60000
3BHK ,"1,800",Delhi,Green Park Extension,,70000
2BHK ,"1,500",Delhi,Safdarjung Development Area,,65000
3BHK ,"1,800",Delhi,Rajinder Nagar,,110000
1BHK ,600,Delhi,Rajinder Nagar,,25000
Studio ,300,Delhi,Rajinder Nagar,,20000
2BHK ,"1,000",Delhi,Rajinder Nagar,,38000
Studio ,300,Delhi,Rajinder Nagar,,19000
3BHK ,"1,350",Delhi,Rajinder Nagar,,50000
4BHK ,"1,200",Delhi,Rajinder Nagar,,95000
Studio ,"1,500",Delhi,Rajinder Nagar,,26000
3BHK ,"1,350",Delhi,Rajinder Nagar,,60000
3BHK ,"1,000",Delhi,Rajinder Nagar,,58000
3BHK ,"1,350",Delhi,Rajinder Nagar,,78000
3BHK ,"1,300",Delhi,Rajinder Nagar,,85000
Studio ,280,Delhi,Rajinder Nagar,,24000
Studio ,260,Delhi,Rajinder Nagar,,17000
3BHK ,"2,700",Delhi,Gulmohar park,,115000
4BHK ,"3,150",Delhi,Gulmohar park,,115000
2BHK ,"1,600",Delhi,South Extension 2,,49500
2BHK ,"1,500",Delhi,Sarvpriya Vihar,,46500
1BHK ,650,Delhi,Patel Nagar,,25000
2BHK ,"1,000",Delhi,Patel Nagar,,30000
1BHK ,500,Delhi,Patel Nagar,,18900
3BHK ,"2,700",Delhi,Gulmohar park,,115000
3BHK ,"1,800",Delhi,Green Park Extension,,77000
3BHK ,"2,000",Delhi,Jor bagh,,350000
4BHK ,"3,650",Delhi,Vasant Vihar,,300000
3BHK ,"2,100",Delhi,Defence Colony,,175000
3BHK ,"2,000",Delhi,Defence Colony,,250000
3BHK ,"2,925",Delhi,Defence Colony,,100000
3BHK ,"2,025",Delhi,Defence Colony,,250000
3BHK ,"1,800",Delhi,AGCR Enclave,,42000
3BHK ,"2,000",Delhi,Swasthya Vihar,,42000
3BHK ,"2,000",Delhi,Preet Vihar,,45000
3BHK ,"2,000",Delhi,Swasthya Vihar,,45000
3BHK ,"1,800",Delhi,Preet Vihar,,41000
2BHK ,900,Delhi,Malviya Nagar,,27500
2BHK ,900,Delhi,Malviya Nagar,,28000
2BHK ,"1,200",Delhi,Green Park,,52000
Studio ,365,Delhi,Karampura,,12000
2BHK ,600,Delhi,Dwarka Mor,,6500
2BHK ,"1,080",Delhi,Dwarka Mor,,12000
2BHK ,450,Delhi,Sector 16 Dwarka,,11500
3BHK ,850,Delhi,Dwarka Mor,,20000
1BHK ,450,Delhi,Dabri,,8400
3BHK ,900,Delhi,Dabri,,18000
3BHK ,"1,000",Delhi,Dabri,,20000
3BHK ,800,Delhi,Dabri,,17000
3BHK ,900,Delhi,Dabri,,22000
2BHK ,800,Delhi,Dabri,,12000
3BHK ,"1,800",Delhi,Sagar Pur,,26000
1BHK ,450,Delhi,Dabri,,8500
2BHK ,680,Delhi,Sagar Pur,,15000
2BHK ,680,Delhi,Manglapuri,,9000
1BHK ,450,Delhi,Dabri,,7800
2BHK ,450,Delhi,Dabri,,10500
2BHK ,450,Delhi,Dabri,,9000
2BHK ,997,Delhi,Lajpat Nagar,,40000
1BHK ,495,Delhi,Lajpat Nagar,,18000
1BHK ,450,Delhi,Freedom Fighters Enclave,,30000
3BHK ,900,Delhi,Krishna Nagar,,25500
3BHK ,900,Delhi,Krishna Nagar,,25500
2BHK ,670,Delhi,Dwarka Mor,,7500
Studio ,270,Delhi,Uttam Nagar,,3000
Studio ,360,Delhi,Dwarka Mor,,5000
2BHK ,650,Delhi,Dwarka Mor,,11500
3BHK ,"1,200",Delhi,Dwarka Mor,,12500
3BHK ,365,Delhi,Karampura,,16000
3BHK ,365,Delhi,Karampura,,23000
3BHK ,"3,000",Delhi,Greater kailash 1,,125000
2BHK ,540,Delhi,Sagar Pur,,12000
2BHK ,670,Delhi,Dwarka Mor,,7500
4BHK ,"4,500",Delhi,Vasant Vihar,,250000
2BHK ,800,Delhi,Vasant Kunj,,50000
3BHK ,"1,350",Delhi,Dabri,,30000
1BHK ,900,Delhi,Sagar Pur,,9000
2BHK ,540,Delhi,Manglapuri,,11000
2BHK ,540,Delhi,Dabri,,12000
2BHK ,540,Delhi,Dabri,,14000
4BHK ,"1,350",Delhi,Dabri,,30000
2BHK ,540,Delhi,Dabri,,12000
Studio ,225,Delhi,Manglapuri,,6000
3BHK ,"1,000",Delhi,Dabri,,21000
3BHK ,900,Delhi,Dwarka Mor,,14000
3BHK ,"4,500",Delhi,Niti Bagh,,190000
2BHK ,540,Delhi,Dabri,,13500
Studio ,500,Delhi,Uttam Nagar,,6499
2BHK ,"1,000",Delhi,Dwarka Mor,,12500
1BHK ,450,Delhi,Dabri,,9000
1BHK ,450,Delhi,Dabri,,9000
2BHK ,720,Delhi,Janakpuri,,18500
2BHK ,540,Delhi,Dabri,,9500
3BHK ,"1,080",Delhi,Dabri,,26000
3BHK ,900,Delhi,Dabri,,17000
2BHK ,675,Delhi,Dabri,,11500
2BHK ,720,Delhi,Janakpuri,,17000
2BHK ,720,Delhi,Janakpuri,,18500
2BHK ,600,Delhi,Dwarka Mor,,10000
3BHK ,"1,400",Delhi,Shakurbasti,,45000
2BHK ,780,Delhi,Janakpuri,,25000
3BHK ,"1,100",Delhi,Malviya Nagar,,38000
3BHK ,"1,100",Delhi,Malviya Nagar,,50000
3BHK ,810,Delhi,Bindapur,,20000
1BHK ,"1,500",Delhi,Sundar Nagar,,125000
2BHK ,600,Delhi,Dwarka Mor,,7500
4BHK ,"1,850",Delhi,Sector 11,,37000
3BHK ,"1,150",Delhi,Sector 16A Dwarka,,15000
2BHK ,900,Delhi,Malviya Nagar,,29000
3BHK ,"1,700",Delhi,Malviya Nagar,,51000
3BHK ,"1,800",Delhi,Malviya Nagar,,80000
3BHK ,"1,800",Delhi,Malviya Nagar,,43500
2BHK ,"2,000",Delhi,Defence Colony,,80000
3BHK ,900,Delhi,Dashrath Puri,,20000
3BHK ,"1,600",Delhi,Greater kailash 1,,74000
1BHK ,300,Delhi,Malviya Nagar,,18000
3BHK ,"1,200",Delhi,Malviya Nagar,,35000
2BHK ,900,Delhi,Malviya Nagar,,36500
3BHK ,"1,800",Delhi,Malviya Nagar,,71000
3BHK ,"1,200",Delhi,Malviya Nagar,,45000
2BHK ,900,Delhi,Malviya Nagar,,37300
1BHK ,350,Delhi,Malviya Nagar,,19500
3BHK ,"1,700",Delhi,Malviya Nagar,,45000
3BHK ,"2,400",Delhi,Hauz Khas,,91000
1BHK ,500,Delhi,Greater kailash 1,,29000
3BHK ,"1,750",Delhi,Sector 12 Dwarka,,25000
4BHK ,"2,200",Delhi,Saket,,110000
3BHK ,"1,900",Delhi,Sector 6 Dwarka,,40000
2BHK ,450,Delhi,Dabri,,9500
2BHK ,517,Delhi,Guru Angad Nagar,,13000
2BHK ,"1,700",Delhi,Greater Kailash,,42000
Studio ,365,Delhi,Karampura,,22000
2BHK ,"1,200",Delhi,Gautam Nagar,,35000
3BHK ,365,Delhi,Karampura,,22000
Studio ,365,Delhi,Karampura,,21000
3BHK ,"1,800",Delhi,Green Park,,90000
3BHK ,"1,350",Delhi,Paschim Vihar,,35000
3BHK ,"1,125",Delhi,Paschim Vihar,,28000
3BHK ,"1,380",Delhi,Sector 3 Dwarka,,23000
Studio ,200,Delhi,Malviya Nagar,,12000
3BHK ,"1,500",Delhi,Sector 5 Dwarka,,25000
4BHK ,"2,100",Delhi,Sector 19 Dwarka,,33000
3BHK ,"1,250",Delhi,SECTOR 7 DWARKA NEW DELHI,,18000
3BHK ,"1,600",Delhi,Greater kailash 1,,60000
5BHK ,"6,251",Delhi,Tuglak Road,,2162955
4BHK ,"5,562",Delhi,Tuglak Road,,2010105
3BHK ,"2,855",Delhi,Saket,,235562
3BHK ,"2,741",Delhi,Saket,,301011
3BHK ,"2,856",Delhi,Saket,,235595
3BHK ,"2,741",Delhi,Saket,,235592
3BHK ,"2,856",Delhi,Saket,,301012
3BHK ,"2,856",Delhi,Saket,,301012
3BHK ,"1,856",Delhi,Saket,,235592
3BHK ,"2,741",Delhi,Saket,,235595
4BHK ,"5,896",Delhi,Maharani Bagh,,401015
5BHK,"6,251",Delhi,Maharani Bagh,,848485
3BHK ,"2,856",Delhi,New Friends Colony,,301012
3BHK ,"2,856",Delhi,Anand Niketan,,234492
3BHK ,"2,741",Delhi,Anand Niketan,,308521
3BHK ,"2,856",Delhi,Anand Niketan,,301010
3BHK ,"2,741",Delhi,Anand Niketan,,301102
3BHK ,"2,856",Delhi,Golf Links,,301101
5BHK ,"6,251",Delhi,Anand Niketan,,401012
5BHK ,"6,251",Delhi,Anand Niketan,,362126
4BHK ,"5,569",Delhi,Friends Colony,,504005
3BHK ,"2,856",Delhi,Friends Colony,,301022
3BHK ,"3,011",Delhi,New Friends Colony,,235595
4BHK ,"5,896",Delhi,Friends Colony,,844855
5BHK,"6,521",Delhi,Friends Colony,,401015
4BHK ,"5,569",Delhi,Friends Colony,,504044
4BHK ,"5,569",Delhi,Friends Colony,,304044
4BHK ,"5,896",Delhi,Geetanjali Enclave,,301022
5BHK,"6,521",Delhi,Sarvodaya Enclave,,401015
4BHK ,"6,521",Delhi,Sarvodaya Enclave,,301011
3BHK ,"2,846",Delhi,Anand Niketan,,331818
1BHK ,600,Delhi,Moti Nagar,,20000
2BHK ,700,Delhi,New Moti Nagar,,15000
3BHK ,"1,800",Delhi,Shivalik,,45000
1BHK ,900,Delhi,Malviya Nagar,,14000
2BHK ,600,Delhi,Shahpur Jat Village,,18000
1BHK ,400,Delhi,Shahpur Jat Village,,12000
3BHK ,500,Delhi,Sheikh Sarai,,14000
2BHK ,"1,000",Delhi,Shahpur Jat Village,,18000
3BHK ,"1,100",Delhi,Shahpur Jat Village,,24000
3BHK ,900,Delhi,Sheikh Sarai,,20000
3BHK ,"1,000",Delhi,Naraina Vihar,,10000
4BHK ,"5,896",Delhi,Golf Links,,1202001
4BHK ,"5,896",Delhi,Golf Links,,362262
5BHK ,"6,521",Delhi,Golf Links,,362261
4BHK ,"5,896",Delhi,Golf Links,,401012
4BHK ,"5,891",Delhi,Golf Links,,301012
3BHK ,"1,600",Delhi,Karampura,,50000
2BHK ,500,Delhi,laxmi nagar,,14500
2BHK ,900,Delhi,Malviya Nagar,,40000
3BHK ,"1,400",Delhi,Mayur Vihar II,,35000
3BHK ,800,Delhi,Rajinder Nagar,,30000
3BHK ,"2,856",Delhi,Vasant Vihar,,301011
3BHK ,"2,856",Delhi,Vasant Vihar,,312828
3BHK ,"2,856",Delhi,Vasant Vihar,,401025
3BHK ,"2,856",Delhi,Vasant Vihar,,401015
3BHK ,"2,856",Delhi,Vasant Vihar,,301012
5BHK ,"6,521",Delhi,Vasant Vihar,,362122
5BHK ,"6,521",Delhi,Vasant Vihar,,401012
4BHK ,"5,211",Delhi,Vasant Vihar,,392262
5BHK ,"6,521",Delhi,Vasant Vihar,,301012
3BHK ,"2,856",Delhi,Vasant Vihar,,325641
3BHK ,"2,741",Delhi,Vasant Vihar,,401015
3BHK ,"2,856",Delhi,Vasant Vihar,,401012
5BHK,"6,952",Delhi,Golf Links,,1041012
5BHK,"6,521",Delhi,Golf Links,,1401012
4BHK ,"5,211",Delhi,Vasant Vihar,,392262
5BHK ,"6,521",Delhi,Vasant Vihar,,301012
4BHK ,"5,896",Delhi,Golf Links,,362262
5BHK ,"6,521",Delhi,Golf Links,,362261
4BHK ,"5,896",Delhi,Golf Links,,401012
4BHK ,"5,891",Delhi,Golf Links,,301012
3BHK ,"2,856",Delhi,Vasant Vihar,,325641
3BHK ,"2,741",Delhi,Vasant Vihar,,401015
3BHK ,"2,856",Delhi,Vasant Vihar,,401012
3BHK ,"2,856",Delhi,Vasant Vihar,,301011
3BHK ,"2,856",Delhi,Vasant Vihar,,312828
3BHK ,"2,856",Delhi,Vasant Vihar,,401025
3BHK ,"2,856",Delhi,Vasant Vihar,,401015
3BHK ,"2,856",Delhi,Vasant Vihar,,301012
2BHK ,675,Delhi,Sector 1 Dwarka,,8500
Studio ,150,Delhi,Pitampura,,7500
2BHK ,900,Delhi,Tihar Village,,28500
3BHK ,"2,000",Delhi,Nizamuddin West,,120000
3BHK ,"1,300",Delhi,Janakpuri,,32000
Studio ,150,Delhi,Ladosarai,,11000
Studio ,150,Delhi,Ladosarai,,11000
Studio ,340,Delhi,Haiderpur,,6500
Studio ,340,Delhi,Haiderpur,,6500
3BHK ,900,Delhi,Dwarka Mor,,17000
Studio ,340,Delhi,Haiderpur,,6500
2BHK ,500,Delhi,New Ashok Nagar,,12500
Studio ,370,Delhi,Karampura,,23000
Studio ,370,Delhi,Karampura,,21000
2BHK ,500,Delhi,New Ashok Nagar,,12500
2BHK ,"1,000",Delhi,Jangpura Extension,,28000
3BHK ,"1,800",Delhi,Pitampura,,42500
4BHK ,"2,700",Delhi,Pitampura,,90000
3BHK ,377,Delhi,Greater Kailash,,21000
3BHK ,"2,852",Delhi,Defence Colony,,254125
3BHK ,"2,852",Delhi,Defence Colony,,241214
3BHK ,"2,741",Delhi,Defence Colony,,308214
5BHK,"6,952",Delhi,Friends Colony,,504012
4BHK ,"5,896",Delhi,Friends Colony,,410100
5BHK,"6,521",Delhi,Friends Colony,,301012
5BHK,"6,521",Delhi,Friends Colony,,301012
4BHK ,"5,896",Delhi,Friends Colony,,301022
4BHK ,"6,521",Delhi,Friends Colony,,401015
4BHK ,"5,896",Delhi,Friends Colony,,304040
4BHK ,"5,569",Delhi,Friends Colony,,235492
4BHK ,"6,251",Delhi,Defence Colony,,301011
4BHK ,"5,896",Delhi,Defence Colony,,301012
4BHK ,"4,896",Delhi,Defence Colony,,301011
4BHK ,"6,251",Delhi,Defence Colony,,301011
3BHK ,"2,741",Delhi,Defence Colony,,308555
3BHK ,"2,741",Delhi,Defence Colony,,308521
3BHK ,"2,852",Delhi,Defence Colony,,308214
3BHK ,"2,852",Delhi,Defence Colony,,308521
3BHK ,750,Delhi,Neb Sarai,,7000
4BHK ,"5,896",Delhi,Defence Colony,,301020
4BHK ,"6,251",Delhi,Defence Colony,,362166
5BHK ,"4,362",Delhi,Defence Colony,,401015
4BHK ,"6,521",Delhi,Defence Colony,,504015
4BHK ,"5,896",Delhi,Sunder Nagar,,301012
4BHK ,"5,896",Delhi,Sunder Nagar,,401010
5BHK ,"6,521",Delhi,Sunder Nagar,,301012
5BHK ,"6,521",Delhi,Sunder Nagar,,301022
4BHK ,"5,896",Delhi,Defence Colony,,301011
5BHK,"6,521",Delhi,Defence Colony,,401011
5BHK,"6,521",Delhi,Defence Colony,,546191
5BHK ,"6,521",Delhi,Defence Colony,,546461
5BHK ,"6,521",Delhi,Sunder Nagar,,401015
5BHK ,"6,521",Delhi,Sunder Nagar,,504015
5BHK ,"6,521",Delhi,Sunder Nagar,,301022
5BHK ,"6,251",Delhi,Sunder Nagar,,401010
5BHK ,"6,521",Delhi,Sunder Nagar,,301022
5BHK ,"6,521",Delhi,Sunder Nagar,,540105
3BHK ,"1,525",Delhi,Karampura,,48000
3BHK ,"2,856",Delhi,Jor bagh,,401015
3BHK ,"2,856",Delhi,Jor bagh,,301012
3BHK ,"2,856",Delhi,Jor bagh,,301012
3BHK ,"2,741",Delhi,Jor bagh,,301011
3BHK ,"2,856",Delhi,Jor bagh,,301012
3BHK ,"2,856",Delhi,Jor bagh,,301012
3BHK ,"2,856",Delhi,Jor bagh,,301022
4BHK ,"5,896",Delhi,Anand Niketan,,549191
4BHK ,"5,896",Delhi,Anand Niketan,,459229
4BHK ,"5,896",Delhi,Anand Niketan,,740400
4BHK ,"5,896",Delhi,Anand Niketan,,401012
4BHK ,"5,896",Delhi,Anand Niketan,,301012
4BHK ,"5,896",Delhi,Jor bagh,,301022
4BHK ,"5,896",Delhi,Jor bagh,,301012
3BHK ,900,Delhi,mayur vihar phase 1,,18500
4BHK ,"5,896",Delhi,Jor bagh,,325562
4BHK ,"5,896",Delhi,Jor bagh,,301011
4BHK ,"5,891",Delhi,Anand Niketan,,235596
4BHK ,"5,896",Delhi,Anand Niketan,,301012
4BHK ,"5,896",Delhi,Anand Niketan,,440105
4BHK ,"5,896",Delhi,Anand Niketan,,325652
3BHK ,"2,856",Delhi,Jor bagh,,301014
4BHK ,"5,896",Delhi,Shanti Niketan,,646114
4BHK ,"5,896",Delhi,Shanti Niketan,,704404
3BHK ,"2,856",Delhi,Anand Niketan,,301012
3BHK ,"2,741",Delhi,Anand Niketan,,301012
2BHK ,"1,000",Delhi,Mayur Vihar Phase II,,20000
3BHK ,"1,550",Delhi,mayur vihar phase 1,,40000
4BHK ,"5,896",Delhi,Niti Bagh,,301022
3BHK ,"2,856",Delhi,Niti Bagh,,381012
4BHK ,"5,896",Delhi,Maharani Bagh,,401012
5BHK ,"6,521",Delhi,Niti Bagh,,301012
3BHK ,"2,856",Delhi,Niti Bagh,,362621
5BHK,"6,521",Delhi,Maharani Bagh,,504101
3BHK ,"2,856",Delhi,Niti Bagh,,301012
5BHK ,"6,521",Delhi,Maharani Bagh,,640110
3BHK ,"2,856",Delhi,Niti Bagh,,301012
5BHK ,"6,521",Delhi,Maharani Bagh,,704101
4BHK ,"5,896",Delhi,Maharani Bagh,,301012
4BHK ,"5,896",Delhi,Maharani Bagh,,301022
5BHK ,"6,521",Delhi,Maharani Bagh,,301012
4BHK ,"5,896",Delhi,Niti Bagh,,301012
4BHK ,"5,896",Delhi,Niti Bagh,,401102
3BHK ,"2,856",Delhi,Niti Bagh,,301012
5BHK ,"7,589",Delhi,Maharani Bagh,,401012
3BHK ,"2,856",Delhi,Niti Bagh,,301012
3BHK ,"2,856",Delhi,Niti Bagh,,310012
3BHK ,"2,741",Delhi,Niti Bagh,,304101
3BHK ,"2,741",Delhi,Niti Bagh,,304101
5BHK ,"7,589",Delhi,Maharani Bagh,,401012
4BHK ,"5,896",Delhi,Niti Bagh,,301012
4BHK ,"5,896",Delhi,Niti Bagh,,401102
3BHK ,"2,856",Delhi,Niti Bagh,,301012
3BHK ,"2,856",Delhi,Vasant Vihar,,301012
3BHK ,"2,856",Delhi,Vasant Vihar,,301012
4BHK ,"5,891",Delhi,Golf Links,,401100
3BHK ,"2,852",Delhi,Vasant Vihar,,321222
4BHK ,"5,896",Delhi,Golf Links,,401010
4BHK ,"5,896",Delhi,Geetanjali Enclave,,301012
4BHK ,"5,896",Delhi,Geetanjali Enclave,,362622
4BHK ,"5,896",Delhi,Geetanjali Enclave,,401012
5BHK ,"6,521",Delhi,Geetanjali Enclave,,326129
4BHK ,"5,896",Delhi,Sarvodaya Enclave,,301012
4BHK ,"5,896",Delhi,Sarvodaya Enclave,,401012
4BHK ,"5,896",Delhi,Sarvodaya Enclave,,301012
4BHK ,"5,896",Delhi,Geetanjali Enclave,,401012
4BHK ,"5,896",Delhi,Geetanjali Enclave,,549191
5BHK,"6,521",Delhi,Geetanjali Enclave,,549119
5BHK ,"6,521",Delhi,Vasant Vihar,,301012
5BHK ,"6,521",Delhi,Vasant Vihar,,401010
5BHK ,"6,521",Delhi,Vasant Vihar,,301012
5BHK ,"6,521",Delhi,Vasant Vihar,,401010
3BHK ,"2,856",Delhi,Safdarjung Enclave,,310102
3BHK ,"2,856",Delhi,Safdarjung Enclave,,301012
3BHK ,"2,856",Delhi,Safdarjung Enclave,,274115
3BHK ,"2,856",Delhi,Safdarjung Enclave,,254912
4BHK ,"5,896",Delhi,Jor bagh,,1211401
3BHK ,"1,856",Delhi,Golf Links,,401022
5BHK,"6,521",Delhi,Jor bagh,,1182002
5BHK,"6,521",Delhi,Jor bagh,,1211222
3BHK ,"2,851",Delhi,Golf Links,,401105
5BHK,"6,535",Delhi,Jor bagh,,1412255
3BHK ,"2,856",Delhi,Golf Links,,301022
3BHK ,"2,856",Delhi,Golf Links,,401012
3BHK ,"2,856",Delhi,Golf Links,,401012
3BHK ,"2,856",Delhi,Golf Links,,401012
3BHK ,"2,856",Delhi,Golf Links,,329295
4BHK ,"5,896",Delhi,Jor bagh,,301102
3BHK ,"2,856",Delhi,Sarvpriya Vihar,,362162
3BHK ,"2,856",Delhi,Sarvpriya Vihar,,301012
4BHK ,"5,896",Delhi,Shanti Niketan,,324461
4BHK ,"5,896",Delhi,Shanti Niketan,,401012
4BHK ,"5,896",Delhi,Shanti Niketan,,401012
4BHK ,"5,896",Delhi,Shanti Niketan,,401012
3BHK ,"2,856",Delhi,West End,,301102
3BHK ,"2,856",Delhi,West End,,362262
4BHK ,"5,896",Delhi,Shanti Niketan,,504011
3BHK ,"2,856",Delhi,West End,,362262
4BHK ,"5,896",Delhi,Shanti Niketan,,640101
4BHK ,"5,896",Delhi,Shanti Niketan,,704015
4BHK ,"5,891",Delhi,Shanti Niketan,,401015
3BHK ,"2,856",Delhi,West End,,301012
4BHK ,"5,896",Delhi,Sainik Farm,,604015
5BHK ,"6,521",Delhi,Sainik Farm,,401012
4BHK ,"5,896",Delhi,Sainik Farm,,310102
4BHK ,"5,896",Delhi,Sainik Farm,,401102
4BHK ,"5,896",Delhi,Sainik Farm,,401012
4BHK ,"6,521",Delhi,Sainik Farm,,504015
5BHK ,"6,521",Delhi,Niti Bagh,,548181
3BHK ,"2,856",Delhi,Anand Niketan,,301012
5BHK ,"6,521",Delhi,Niti Bagh,,549191
5BHK ,"6,521",Delhi,Niti Bagh,,640110
3BHK ,"2,856",Delhi,Anand Niketan,,320102
3BHK ,"2,852",Delhi,Anand Niketan,,308212
3BHK ,"2,856",Delhi,Anand Niketan,,310102
3BHK ,"2,741",Delhi,Anand Niketan,,310102
4BHK ,"5,896",Delhi,Sainik Farm,,604015
5BHK ,"6,521",Delhi,Sainik Farm,,401012
3BHK ,"2,741",Delhi,Hauz Khas,,301012
3BHK ,"2,856",Delhi,Hauz Khas,,381812
3BHK ,"3,011",Delhi,Hauz Khas,,301102
4BHK ,"5,896",Delhi,Navjeevan Vihar,,504015
4BHK ,"5,896",Delhi,Navjeevan Vihar,,301022
4BHK ,"5,896",Delhi,Navjeevan Vihar,,401014
4BHK ,"6,521",Delhi,Navjeevan Vihar,,546116
4BHK ,"5,896",Delhi,Navjeevan Vihar,,704040
4BHK ,"5,896",Delhi,Navjeevan Vihar,,401105
4BHK ,"5,896",Delhi,Hauz Khas,,301022
4BHK ,"5,896",Delhi,Ghitorni,,401015
5BHK,"5,896",Delhi,Ghitorni,,504015
4BHK ,"5,896",Delhi,Vasant Kunj,,310102
5BHK,"6,521",Delhi,Vasant Kunj,,401015
4BHK ,"5,896",Delhi,Vasant Kunj,,401012
5BHK,"6,521",Delhi,Vasant Kunj,,540101
5BHK,"6,521",Delhi,Vasant Kunj,,301012
5BHK,"6,521",Delhi,Vasant Kunj,,401121
4BHK ,"5,896",Delhi,Vasant Kunj,,301102
5BHK,"6,521",Delhi,Vasant Kunj,,301102
4BHK ,"5,896",Delhi,Chattarpur,,352925
5BHK ,"6,521",Delhi,Chattarpur,,362612
4BHK ,"5,896",Delhi,Niti Bagh,,301012
4BHK ,"5,896",Delhi,Niti Bagh,,401012
4BHK ,"5,896",Delhi,Niti Bagh,,301012
4BHK ,"5,896",Delhi,Anand Niketan,,301012
4BHK ,"5,896",Delhi,Niti Bagh,,301022
4BHK ,"5,896",Delhi,Anand Niketan,,401010
4BHK ,"5,896",Delhi,Anand Niketan,,401012
5BHK ,"6,521",Delhi,Anand Niketan,,401012
5BHK,"6,521",Delhi,Niti Bagh,,401122
5BHK ,"6,521",Delhi,Niti Bagh,,548181
3BHK ,"2,856",Delhi,Anand Niketan,,301012
5BHK ,"6,521",Delhi,Niti Bagh,,549191
5BHK ,"6,521",Delhi,Niti Bagh,,640110
3BHK ,"2,856",Delhi,Anand Niketan,,320102
3BHK ,"2,852",Delhi,Anand Niketan,,308212
3BHK ,"2,856",Delhi,Anand Niketan,,310102
3BHK ,"2,741",Delhi,Anand Niketan,,310102
3BHK ,"3,011",Delhi,Hauz Khas,,301102
4BHK ,"5,896",Delhi,Navjeevan Vihar,,504015
4BHK ,"5,896",Delhi,Navjeevan Vihar,,301022
4BHK ,"5,896",Delhi,Navjeevan Vihar,,401014
4BHK ,"6,521",Delhi,Navjeevan Vihar,,546116
4BHK ,"5,896",Delhi,Navjeevan Vihar,,704040
4BHK ,"5,896",Delhi,Navjeevan Vihar,,401105
4BHK ,"5,896",Delhi,Hauz Khas,,301022
4BHK ,"5,896",Delhi,Hauz Khas,,301022
4BHK ,"5,896",Delhi,Hauz Khas,,301022
5BHK ,"6,521",Delhi,Hauz Khas,,400110
4BHK ,"5,896",Delhi,Hauz Khas,,301022
3BHK ,"2,852",Delhi,Hauz Khas,,312552
3BHK ,"2,253",Delhi,Hauz Khas,,230410
3BHK ,"2,852",Delhi,Hauz Khas,,301012
3BHK ,"2,741",Delhi,Hauz Khas,,301012
3BHK ,"2,856",Delhi,Hauz Khas,,381812
3BHK ,"2,856",Delhi,Hauz Khas,,301012
3BHK ,"2,856",Delhi,Hauz Khas,,301012
3BHK ,"2,856",Delhi,Hauz Khas,,301022
3BHK ,"2,856",Delhi,Anand Niketan,,301012
3BHK ,"2,741",Delhi,Anand Niketan,,329559
3BHK ,"2,856",Delhi,Anand Niketan,,301012
4BHK ,"5,896",Delhi,Prithviraj Road,,1022001
5BHK,"6,521",Delhi,Prithviraj Road,,1202001
5BHK ,"6,521",Delhi,Malcha Marg,,1012002
4BHK ,"5,896",Delhi,Malcha Marg,,1211214
4BHK ,"5,896",Delhi,Vasant Vihar,,504101
4BHK ,"5,896",Delhi,Vasant Vihar,,640105
4BHK ,"6,521",Delhi,Vasant Vihar,,640110
4BHK ,"5,896",Delhi,Vasant Vihar,,540101
4BHK ,"5,896",Delhi,Greater Kailash II,,401102
4BHK ,"5,896",Delhi,Greater Kailash II,,504015
4BHK ,"5,896",Delhi,Greater Kailash II,,604104
4BHK ,"5,896",Delhi,Greater Kailash II,,848118
5BHK ,"6,521",Delhi,Panchsheel Park,,301012
3BHK ,"2,741",Delhi,Panchsheel Enclave,,301012
4BHK ,"5,896",Delhi,Panchsheel Park,,401105
3BHK ,"2,856",Delhi,Panchsheel Enclave,,301012
3BHK ,"2,745",Delhi,Panchsheel Enclave,,362625
3BHK ,"2,741",Delhi,Panchsheel Enclave,,362612
4BHK ,"6,521",Delhi,Panchsheel Park,,540105
4BHK ,"5,896",Delhi,Panchsheel Park,,640101
4BHK ,"5,896",Delhi,Panchsheel Park,,666262
4BHK ,"5,896",Delhi,Panchsheel Park,,401102
4BHK ,"5,896",Delhi,Panchsheel Enclave,,301022
4BHK ,"5,896",Delhi,Panchsheel Enclave,,301202
4BHK ,"5,896",Delhi,Panchsheel Enclave,,301012
5BHK ,"6,521",Delhi,Panchsheel Enclave,,401012
3BHK ,"1,846",Delhi,Sarvpriya Vihar,,235925
3BHK ,"2,856",Delhi,Sarvpriya Vihar,,301012
5BHK ,"6,521",Delhi,Sarvpriya Vihar,,310202
3BHK ,"2,741",Delhi,Sarvpriya Vihar,,301012
5BHK ,"6,521",Delhi,Sarvpriya Vihar,,301012
4BHK ,"5,896",Delhi,Sarvpriya Vihar,,301012
3BHK ,"2,856",Delhi,Sarvpriya Vihar,,301012
4BHK ,"6,521",Delhi,Sarvpriya Vihar,,411222
3BHK ,"3,011",Delhi,Sarvpriya Vihar,,321925
3BHK ,"2,856",Delhi,Sarvpriya Vihar,,362162
3BHK ,"2,856",Delhi,Sarvpriya Vihar,,301012
3BHK ,"1,856",Delhi,Sarvpriya Vihar,,235292
1BHK ,750,Delhi,Mayur Vihar II,,14000
3BHK ,"2,856",Delhi,Vasant Vihar,,301012
3BHK ,"2,856",Delhi,Vasant Vihar,,301012
4BHK ,"5,891",Delhi,Golf Links,,401100
3BHK ,"2,852",Delhi,Vasant Vihar,,321222
